source,source_location,Content,target,target_location,Other places,Etude Notaire,Cote ADLA,Nature acte,Date,source_coordinates,source_address,target_coordinates,target_address
Marie Boucher,"Saint Nicolas, Nantes",Famille ,Jean Boucher,"Saint Nicolas, Nantes",,Verger,4/2E/1941,Fretement,12/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Commerce ,Jean Boucher,"Saint Nicolas, Nantes",Lisbonne,Verger,4/2E/1941,Fretement,12/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Travail ,Yves Le Fauché,Le Pouliguen,"Lisbonne, La Rochelle, Bordeaux",Verger,4/2E/1941,Assurance,12/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-2.4310663 47.2714307),"Le Pouliguen, 44510, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,? Grilleau Cie,,,Verger,4/2E/1941,Assurance,12/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Thomas Barnaval,,,Verger,4/2E/1941,Assurance,12/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
? Grilleau Cie,,Finance ,Thomas Barnaval,,,Verger,4/2E/1941,Assurance,12/08/1666,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Veuve Massuau et Fresneau, ,Lisbonne,Verger,4/2E/1941,Assurance,25/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT EMPTY,
Veuve Massuau, ,Commerce ,? Fresneau, ,,Verger,4/2E/1941,Assurance,25/08/1666,POINT EMPTY,,POINT EMPTY,
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Jacques Souchay et Bouchaud, ,,Verger,4/2E/1941,Assurance,25/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT EMPTY,
Jacques Souchay, ,Commerce ,? Bouchaud, ,,Verger,4/2E/1941,Assurance,25/08/1666,POINT EMPTY,,POINT EMPTY,
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Gabriel Michel, ,,Verger,4/2E/1941,Assurance,25/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT EMPTY,
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Julien Gérard sr de Nays,,,Verger,4/2E/1941,Assurance,25/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,André Boussineau,,,Verger,4/2E/1941,Assurance,25/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Claude Marion,,,Verger,4/2E/1941,Assurance,25/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Jacob Van den ?,,,Verger,4/2E/1941,Assurance,25/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,?,Orléans,,Verger,4/2E/1941,Assurance,25/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
? Jego sr Des Preaux ,Le Croisic,Finance ,Pierre Le Gruyer sr du Couhourdez,Le Croisic,,Verger,4/2E/1941,Protest,31/08/1666,POINT (-2.5094404 47.2933971),"Le Croisic, Saint-Nazaire, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44490, France",POINT (-2.5094404 47.2933971),"Le Croisic, 44490, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Pierre Le Gruyer sr du Couhourdez,Le Croisic,,Verger,4/2E/1941,Protest,31/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-2.5094404 47.2933971),"Le Croisic, 44490, Pays de la Loire, France"
François Lestoubec,Le Croisic,Finance ,Lorant Hubac,Brest,,Verger,4/2E/1941,Protest,31/08/1666,POINT (-2.5094404 47.2933971),"Le Croisic, Saint-Nazaire, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44490, France",POINT (-4.4860088 48.3905283),"Brest, 29200, Bretagne, France"
Lorant Hubac,Brest,Finance ,Yvon Le Danteux,Le Croisic,,Verger,4/2E/1941,Protest,31/08/1666,POINT (-4.4860088 48.3905283),"Brest, Finistère, Bretagne, France métropolitaine, 29200, France",POINT (-2.5094404 47.2933971),"Le Croisic, 44490, Pays de la Loire, France"
Yvon Le Danteux,Le Croisic,Finance ,? Jego sr Des Preaux ,Le Croisic,,Verger,4/2E/1941,Protest,31/08/1666,POINT (-2.5094404 47.2933971),"Le Croisic, Saint-Nazaire, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44490, France",POINT (-2.5094404 47.2933971),"Le Croisic, 44490, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,François Lestoubec,Le Croisic,,Verger,4/2E/1941,Protest,31/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-2.5094404 47.2933971),"Le Croisic, 44490, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,? Jego sr Des Preaux ,Le Croisic,,Verger,4/2E/1941,Protest,31/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-2.5094404 47.2933971),"Le Croisic, 44490, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Lorant Hubac,Brest,,Verger,4/2E/1941,Protest,31/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-4.4860088 48.3905283),"Brest, 29200, Bretagne, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Yvon Le Danteux,Le Croisic,,Verger,4/2E/1941,Protest,31/08/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-2.5094404 47.2933971),"Le Croisic, 44490, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Commerce ,Michel Foucault,Orléans,,Verger,4/2E/1942,Fretement,17/11/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Commerce ,Euzèbe Foucault,Orléans,,Verger,4/2E/1942,Fretement,17/11/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Michel Foucault,Orléans,Famille,Euzèbe Foucault,Orléans,,Verger,4/2E/1942,Fretement,17/11/1666,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Michel Foucault,Orléans,Commerce ,Euzèbe Foucault,Orléans,,Verger,4/2E/1942,Fretement,17/11/1666,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Travail ,Nicolas de Gonnor,Saint Gilles sur Vie,"Le Pellerin, Vannes, Auray, Cadix",Verger,4/2E/1942,Fretement,17/11/1666,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (0.4837562 47.6146058),"Rue Saint-Gilles, 37370, Saint-Christophe-sur-le-Nais, Centre-Val de Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Travail ,Pierre Bernard,Bourgneuf,Lisbonne,Verger,4/2E/1944,Quittance,28/09/1667,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.0233867 46.1663507),"Bourgneuf, 17220, Nouvelle-Aquitaine, France"
Marie Boucher,"Saint Nicolas, Nantes",Famille,Jean Boucher,Bouffay 44000 Nantes Frankreich,,Verger,4/2E/1944,Quittance,28/09/1667,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5568396 47.2180552),"Nantes Armes, Rue du Marais, 44000, Rue du Marais, Nantes, Pays de la Loire, France"
Jean Boucher,Bouffay 44000 Nantes Frankreich,Finance,,,Bourgneuf,Verger,4/2E/1944,Fretement,08/03/1667,POINT (-1.553454 47.2149491),"Bouffay, Decré - Cathédrale, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44007, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Jean Boucher,"Saint Nicolas, Nantes",Famille,Marie Boucher,"Saint Nicolas, Nantes","Iles Canaries, Lisbonne",Verger,4/2E/1944,Testament,27/11/1667,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Jean Boucher,"Saint Nicolas, Nantes",Commerce ,Marie Boucher,"Saint Nicolas, Nantes",,Verger,4/2E/1944,Testament,27/11/1667,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Jean Boucher,"Saint Nicolas, Nantes",Travail ,Euzèbe de Loynes,Orléans,,Verger,4/2E/1944,Testament,27/11/1667,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Jean Boucher,"Saint Nicolas, Nantes",Travail ,Euzèbe Foucault,Orléans,,Verger,4/2E/1944,Testament,27/11/1667,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Jean Boucher,"Saint Nicolas, Nantes",Travail ,Veuve Louis Le Vassor,Orléans,,Verger,4/2E/1944,Testament,27/11/1667,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Euzèbe de Loynes,Orléans,Finance,Euzèbe Foucault,Orléans,,Verger,4/2E/1944,Testament,27/11/1667,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Euzèbe de Loynes,Orléans,Finance,Veuve Louis Le Vassor,Orléans,,Verger,4/2E/1944,Testament,27/11/1667,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Euzèbe Foucault,Orléans,Finance,Veuve Louis Le Vassor,Orléans,,Verger,4/2E/1944,Testament,27/11/1667,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Jean Boucher,"Saint Nicolas, Nantes",Travail ,Pierre Benasté,Bourgneuf,,Verger,4/2E/1944,Testament,27/11/1667,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.0233867 46.1663507),"Bourgneuf, 17220, Nouvelle-Aquitaine, France"
Jean Boucher,"Saint Nicolas, Nantes",Commerce ,Charles Pocquelin et Heron Cie,Lisbonne,,Verger,4/2E/1944,Testament,27/11/1667,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.0692149 48.2000626),"Lisbonne, 53380, La Croixille, Pays de la Loire, France"
Charles Pocquelin,Lisbonne,Commerce ,? Heron,Lisbonne,,Verger,4/2E/1944,Testament,27/11/1667,POINT (-9.1365919 38.7077507),"Lisboa, Portugal",POINT (-1.0692149 48.2000626),"Lisbonne, 53380, La Croixille, Pays de la Loire, France"
Jean Boucher,"Saint Nicolas, Nantes",Commerce ,Julien Forget,Nantes,,Verger,4/2E/1944,Testament,27/11/1667,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5541362 47.2186371),"Nantes, 44000;44100;44200;44300, Pays de la Loire, France"
Catherine Lefebvre,Bourgneuf,Commerce,"Elizabeth Monnier, dame de la Joffrairie",Bourgneuf,,Verger,4/2E/1945,Pouvoir,28/04/1668,POINT (-1.0233867 46.1663507),"Bourgneuf, La Rochelle, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17220, France",POINT (-1.0233867 46.1663507),"Bourgneuf, 17220, Nouvelle-Aquitaine, France"
"Elizabeth Monnier, dame de la Joffrairie",Bourgneuf,Finance ,? de Loigné,,,Verger,4/2E/1945,Pouvoir,28/04/1668,POINT (-1.0233867 46.1663507),"Bourgneuf, La Rochelle, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17220, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Catherine Lefebvre,Bourgneuf,Finance ,? de Loigné,,,Verger,4/2E/1945,Pouvoir,28/04/1668,POINT (-1.0233867 46.1663507),"Bourgneuf, La Rochelle, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17220, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher,"Saint Nicolas, Nantes",Commerce,François Masson,,,Verger,4/2E/1945,Pouvoir,01/05/1668,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
"Elizabeth Monnier, dame de la Joffrairie",Bourgneuf,Commerce,Marie Boucher,"Saint Nicolas, Nantes",,Verger,4/2E/1945,Pouvoir,01/05/1668,POINT (-1.0233867 46.1663507),"Bourgneuf, La Rochelle, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17220, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
"Elizabeth Monnier, dame de la Joffrairie",Bourgneuf,Famille,"Julien Hubin, sr de la Joffrairie",Bourgneuf,,Verger,4/2E/1945,Pouvoir,01/05/1668,POINT (-1.0233867 46.1663507),"Bourgneuf, La Rochelle, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17220, France",POINT (-1.0233867 46.1663507),"Bourgneuf, 17220, Nouvelle-Aquitaine, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Charles Cassard,Nantes,,Verger,4/2E/1950,Protest,22/07/1670,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5541362 47.2186371),"Nantes, 44000;44100;44200;44300, Pays de la Loire, France"
Charles Cassard,Nantes,Finance ,Robert Miron,Orléans,,Verger,4/2E/1950,Protest,22/07/1670,POINT (-1.5541362 47.2186371),"Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Robert Miron,Orléans,Finance ,Denis Jaumier,,,Verger,4/2E/1950,Protest,22/07/1670,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Denis Jaumier,,Finance ,Charles Cassard,Nantes,,Verger,4/2E/1950,Protest,22/07/1670,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (-1.5541362 47.2186371),"Nantes, 44000;44100;44200;44300, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Finance ,Robert Miron,Orléans,,Verger,4/2E/1950,Protest,22/07/1670,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
René Cisson,Nantes,Finance ,Charles Cassard,Nantes,,Verger,4/2E/1950,Protest,22/07/1670,POINT (-1.5541362 47.2186371),"Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, France",POINT (-1.5541362 47.2186371),"Nantes, 44000;44100;44200;44300, Pays de la Loire, France"
Jean Renou,Nantes,Finance ,Charles Cassard,Nantes,,Verger,4/2E/1950,Protest,22/07/1670,POINT (-1.5541362 47.2186371),"Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, France",POINT (-1.5541362 47.2186371),"Nantes, 44000;44100;44200;44300, Pays de la Loire, France"
Bonnaventure Dupé,Nantes,Finance ,Charles Cassard,Nantes,,Verger,4/2E/1950,Protest,22/07/1670,POINT (-1.5541362 47.2186371),"Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, France",POINT (-1.5541362 47.2186371),"Nantes, 44000;44100;44200;44300, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Famille,Jacques Boucher,"Saint Nicolas, Nantes","Paimbeuf, Antilles, Bordeaux",Verger,4/2E/1950,Fretement,09/09/1670,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Commerce ,Claude Courdon,"Saint Nicolas, Nantes",,Verger,4/2E/1950,Fretement,09/09/1670,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Jacques Boucher,"Saint Nicolas, Nantes",Commerce ,Claude Courdon,"Saint Nicolas, Nantes",,Verger,4/2E/1950,Fretement,09/09/1670,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
